class,filename,height,width,x,y
12,380.jpg,2400.0,1935.0,1597.0,1665.0
13,380.jpg,2400.0,1935.0,1716.0,1554.0
14,380.jpg,2400.0,1935.0,1716.0,1762.0
15,380.jpg,2400.0,1935.0,1678.0,1455.0
16,380.jpg,2400.0,1935.0,1653.0,1900.0
17,380.jpg,2400.0,1935.0,1186.0,1403.0
18,380.jpg,2400.0,1935.0,1589.0,1422.0
19,380.jpg,2400.0,1935.0,932.0,1247.0
1,381.jpg,2400.0,1935.0,1105.0,1047.0
2,381.jpg,2400.0,1935.0,1719.0,1023.0
3,381.jpg,2400.0,1935.0,1605.0,1261.0
4,381.jpg,2400.0,1935.0,919.0,1147.0
5,381.jpg,2400.0,1935.0,1647.0,1559.0
6,381.jpg,2400.0,1935.0,1490.0,1898.0
7,381.jpg,2400.0,1935.0,1456.0,2010.0
8,381.jpg,2400.0,1935.0,1371.0,2043.0
9,381.jpg,2400.0,1935.0,1429.0,2034.0
10,381.jpg,2400.0,1935.0,971.0,1632.0
11,381.jpg,2400.0,1935.0,1612.0,1741.0
12,381.jpg,2400.0,1935.0,1622.0,1759.0
13,381.jpg,2400.0,1935.0,1796.0,1647.0
14,381.jpg,2400.0,1935.0,1673.0,1903.0
15,381.jpg,2400.0,1935.0,1747.0,1534.0
16,381.jpg,2400.0,1935.0,1571.0,1979.0
17,381.jpg,2400.0,1935.0,1269.0,1441.0
18,381.jpg,2400.0,1935.0,1674.0,1495.0
19,381.jpg,2400.0,1935.0,984.0,1273.0
1,382.jpg,2400.0,1935.0,748.0,1010.0
2,382.jpg,2400.0,1935.0,1325.0,891.0
3,382.jpg,2400.0,1935.0,1231.0,1160.0
4,382.jpg,2400.0,1935.0,544.0,1185.0
5,382.jpg,2400.0,1935.0,1290.0,1446.0
6,382.jpg,2400.0,1935.0,1229.0,1788.0
7,382.jpg,2400.0,1935.0,1229.0,1865.0
8,382.jpg,2400.0,1935.0,1185.0,1918.0
9,382.jpg,2400.0,1935.0,1215.0,1898.0
10,382.jpg,2400.0,1935.0,693.0,1645.0
11,382.jpg,2400.0,1935.0,1298.0,1610.0
12,382.jpg,2400.0,1935.0,1338.0,1641.0
13,382.jpg,2400.0,1935.0,1456.0,1499.0
14,382.jpg,2400.0,1935.0,1394.0,1767.0
15,382.jpg,2400.0,1935.0,1423.0,1391.0
16,382.jpg,2400.0,1935.0,1335.0,1842.0
17,382.jpg,2400.0,1935.0,915.0,1367.0
18,382.jpg,2400.0,1935.0,1321.0,1372.0
19,382.jpg,2400.0,1935.0,617.0,1256.0
1,383.jpg,2400.0,1935.0,794.0,1017.0
2,383.jpg,2400.0,1935.0,1376.0,933.0
3,383.jpg,2400.0,1935.0,1275.0,1178.0
4,383.jpg,2400.0,1935.0,527.0,1184.0
5,383.jpg,2400.0,1935.0,1320.0,1480.0
6,383.jpg,2400.0,1935.0,1353.0,1834.0
7,383.jpg,2400.0,1935.0,1360.0,1893.0
8,383.jpg,2400.0,1935.0,1309.0,1960.0
9,383.jpg,2400.0,1935.0,1346.0,1937.0
10,383.jpg,2400.0,1935.0,756.0,1642.0
11,383.jpg,2400.0,1935.0,1388.0,1642.0
12,383.jpg,2400.0,1935.0,1372.0,1642.0
13,383.jpg,2400.0,1935.0,1467.0,1540.0
14,383.jpg,2400.0,1935.0,1516.0,1752.0
15,383.jpg,2400.0,1935.0,1449.0,1460.0
16,383.jpg,2400.0,1935.0,1461.0,1884.0
17,383.jpg,2400.0,1935.0,949.0,1412.0
18,383.jpg,2400.0,1935.0,1390.0,1416.0
19,383.jpg,2400.0,1935.0,657.0,1277.0
1,384.jpg,2400.0,1935.0,837.0,1107.0
2,384.jpg,2400.0,1935.0,1405.0,1059.0
3,384.jpg,2400.0,1935.0,1315.0,1283.0
4,384.jpg,2400.0,1935.0,624.0,1279.0
5,384.jpg,2400.0,1935.0,1396.0,1618.0
6,384.jpg,2400.0,1935.0,1303.0,1960.0
7,384.jpg,2400.0,1935.0,1299.0,2035.0
8,384.jpg,2400.0,1935.0,1255.0,2092.0
9,384.jpg,2400.0,1935.0,1284.0,2074.0
10,384.jpg,2400.0,1935.0,713.0,1759.0
11,384.jpg,2400.0,1935.0,1410.0,1801.0
12,384.jpg,2400.0,1935.0,1449.0,1795.0
13,384.jpg,2400.0,1935.0,1533.0,1639.0
14,384.jpg,2400.0,1935.0,1475.0,1925.0
15,384.jpg,2400.0,1935.0,1460.0,1557.0
16,384.jpg,2400.0,1935.0,1408.0,2016.0
17,384.jpg,2400.0,1935.0,999.0,1510.0
18,384.jpg,2400.0,1935.0,1409.0,1539.0
19,384.jpg,2400.0,1935.0,709.0,1401.0
1,385.jpg,2400.0,1935.0,851.0,1117.0
2,385.jpg,2400.0,1935.0,1415.0,1030.0
3,385.jpg,2400.0,1935.0,1326.0,1294.0
4,385.jpg,2400.0,1935.0,620.0,1275.0
5,385.jpg,2400.0,1935.0,1399.0,1565.0
6,385.jpg,2400.0,1935.0,1372.0,1893.0
7,385.jpg,2400.0,1935.0,1397.0,1987.0
8,385.jpg,2400.0,1935.0,1349.0,2045.0
9,385.jpg,2400.0,1935.0,1378.0,2023.0
10,385.jpg,2400.0,1935.0,755.0,1784.0
11,385.jpg,2400.0,1935.0,1420.0,1753.0
12,385.jpg,2400.0,1935.0,1449.0,1768.0
13,385.jpg,2400.0,1935.0,1559.0,1674.0
14,385.jpg,2400.0,1935.0,1538.0,1865.0
15,385.jpg,2400.0,1935.0,1528.0,1570.0
16,385.jpg,2400.0,1935.0,1511.0,2001.0
17,385.jpg,2400.0,1935.0,1000.0,1523.0
18,385.jpg,2400.0,1935.0,1437.0,1525.0
19,385.jpg,2400.0,1935.0,680.0,1374.0
1,386.jpg,2400.0,1935.0,865.0,1114.0
2,386.jpg,2400.0,1935.0,1443.0,1071.0
3,386.jpg,2400.0,1935.0,1353.0,1269.0
4,386.jpg,2400.0,1935.0,709.0,1264.0
5,386.jpg,2400.0,1935.0,1429.0,1526.0
6,386.jpg,2400.0,1935.0,1354.0,1843.0
7,386.jpg,2400.0,1935.0,1348.0,1893.0
8,386.jpg,2400.0,1935.0,1300.0,1948.0
9,386.jpg,2400.0,1935.0,1335.0,1931.0
10,386.jpg,2400.0,1935.0,783.0,1692.0
11,386.jpg,2400.0,1935.0,1423.0,1664.0
12,386.jpg,2400.0,1935.0,1448.0,1697.0
13,386.jpg,2400.0,1935.0,1562.0,1571.0
14,386.jpg,2400.0,1935.0,1523.0,1758.0
15,386.jpg,2400.0,1935.0,1518.0,1505.0
16,386.jpg,2400.0,1935.0,1455.0,1871.0
17,386.jpg,2400.0,1935.0,1037.0,1433.0
18,386.jpg,2400.0,1935.0,1454.0,1464.0
19,386.jpg,2400.0,1935.0,757.0,1350.0
1,387.jpg,2400.0,1935.0,833.0,1033.0
2,387.jpg,2400.0,1935.0,1432.0,1014.0
3,387.jpg,2400.0,1935.0,1293.0,1228.0
4,387.jpg,2400.0,1935.0,604.0,1181.0
5,387.jpg,2400.0,1935.0,1381.0,1482.0
6,387.jpg,2400.0,1935.0,1301.0,1858.0
7,387.jpg,2400.0,1935.0,1273.0,1960.0
8,387.jpg,2400.0,1935.0,1216.0,2011.0
9,387.jpg,2400.0,1935.0,1249.0,1994.0
10,387.jpg,2400.0,1935.0,715.0,1680.0
11,387.jpg,2400.0,1935.0,1406.0,1713.0
12,387.jpg,2400.0,1935.0,1421.0,1716.0
13,387.jpg,2400.0,1935.0,1558.0,1571.0
14,387.jpg,2400.0,1935.0,1498.0,1864.0
15,387.jpg,2400.0,1935.0,1504.0,1499.0
16,387.jpg,2400.0,1935.0,1416.0,1930.0
17,387.jpg,2400.0,1935.0,1006.0,1404.0
18,387.jpg,2400.0,1935.0,1416.0,1440.0
19,387.jpg,2400.0,1935.0,693.0,1284.0
1,388.jpg,2400.0,1935.0,826.0,1124.0
2,388.jpg,2400.0,1935.0,1358.0,1002.0
3,388.jpg,2400.0,1935.0,1284.0,1262.0
4,388.jpg,2400.0,1935.0,615.0,1258.0
5,388.jpg,2400.0,1935.0,1374.0,1464.0
6,388.jpg,2400.0,1935.0,1340.0,1814.0
7,388.jpg,2400.0,1935.0,1345.0,1885.0
8,388.jpg,2400.0,1935.0,1299.0,1949.0
9,388.jpg,2400.0,1935.0,1331.0,1931.0
10,388.jpg,2400.0,1935.0,784.0,1696.0
11,388.jpg,2400.0,1935.0,1369.0,1644.0
12,388.jpg,2400.0,1935.0,1408.0,1641.0
13,388.jpg,2400.0,1935.0,1525.0,1542.0
14,388.jpg,2400.0,1935.0,1489.0,1738.0
15,388.jpg,2400.0,1935.0,1485.0,1461.0
16,388.jpg,2400.0,1935.0,1442.0,1871.0
17,388.jpg,2400.0,1935.0,987.0,1431.0
18,388.jpg,2400.0,1935.0,1415.0,1419.0
19,388.jpg,2400.0,1935.0,692.0,1370.0
1,389.jpg,2400.0,1935.0,860.0,1105.0
2,389.jpg,2400.0,1935.0,1463.0,962.0
3,389.jpg,2400.0,1935.0,1377.0,1237.0
4,389.jpg,2400.0,1935.0,624.0,1279.0
5,389.jpg,2400.0,1935.0,1450.0,1594.0
6,389.jpg,2400.0,1935.0,1290.0,1988.0
7,389.jpg,2400.0,1935.0,1286.0,2095.0
8,389.jpg,2400.0,1935.0,1243.0,2169.0
9,389.jpg,2400.0,1935.0,1273.0,2138.0
10,389.jpg,2400.0,1935.0,754.0,1763.0
11,389.jpg,2400.0,1935.0,1438.0,1780.0
12,389.jpg,2400.0,1935.0,1468.0,1776.0
13,389.jpg,2400.0,1935.0,1601.0,1702.0
14,389.jpg,2400.0,1935.0,1545.0,1923.0
15,389.jpg,2400.0,1935.0,1595.0,1559.0
16,389.jpg,2400.0,1935.0,1470.0,2074.0
17,389.jpg,2400.0,1935.0,1065.0,1489.0
18,389.jpg,2400.0,1935.0,1549.0,1514.0
19,389.jpg,2400.0,1935.0,730.0,1378.0
1,390.jpg,2400.0,1935.0,794.0,1116.0
2,390.jpg,2400.0,1935.0,1411.0,1034.0
3,390.jpg,2400.0,1935.0,1331.0,1252.0
4,390.jpg,2400.0,1935.0,635.0,1288.0
5,390.jpg,2400.0,1935.0,1431.0,1570.0
6,390.jpg,2400.0,1935.0,1357.0,1895.0
7,390.jpg,2400.0,1935.0,1377.0,2002.0
8,390.jpg,2400.0,1935.0,1327.0,2080.0
9,390.jpg,2400.0,1935.0,1359.0,2051.0
10,390.jpg,2400.0,1935.0,764.0,1760.0
11,390.jpg,2400.0,1935.0,1398.0,1716.0
12,390.jpg,2400.0,1935.0,1449.0,1748.0
13,390.jpg,2400.0,1935.0,1549.0,1699.0
14,390.jpg,2400.0,1935.0,1520.0,1854.0
15,390.jpg,2400.0,1935.0,1528.0,1568.0
16,390.jpg,2400.0,1935.0,1484.0,2013.0
17,390.jpg,2400.0,1935.0,1022.0,1504.0
18,390.jpg,2400.0,1935.0,1449.0,1515.0
19,390.jpg,2400.0,1935.0,700.0,1412.0
1,391.jpg,2400.0,1935.0,826.0,953.0
2,391.jpg,2400.0,1935.0,1403.0,864.0
3,391.jpg,2400.0,1935.0,1325.0,1110.0
4,391.jpg,2400.0,1935.0,620.0,1198.0
5,391.jpg,2400.0,1935.0,1426.0,1466.0
6,391.jpg,2400.0,1935.0,1378.0,1866.0
7,391.jpg,2400.0,1935.0,1376.0,1976.0
8,391.jpg,2400.0,1935.0,1322.0,2056.0
9,391.jpg,2400.0,1935.0,1358.0,2031.0
10,391.jpg,2400.0,1935.0,735.0,1795.0
11,391.jpg,2400.0,1935.0,1445.0,1672.0
12,391.jpg,2400.0,1935.0,1465.0,1683.0
13,391.jpg,2400.0,1935.0,1584.0,1572.0
14,391.jpg,2400.0,1935.0,1563.0,1785.0
15,391.jpg,2400.0,1935.0,1524.0,1426.0
16,391.jpg,2400.0,1935.0,1485.0,1982.0
17,391.jpg,2400.0,1935.0,1007.0,1398.0
18,391.jpg,2400.0,1935.0,1463.0,1374.0
19,391.jpg,2400.0,1935.0,679.0,1307.0
1,392.jpg,2400.0,1935.0,798.0,1057.0
2,392.jpg,2400.0,1935.0,1444.0,994.0
3,392.jpg,2400.0,1935.0,1324.0,1217.0
4,392.jpg,2400.0,1935.0,601.0,1283.0
5,392.jpg,2400.0,1935.0,1438.0,1544.0
6,392.jpg,2400.0,1935.0,1461.0,1967.0
7,392.jpg,2400.0,1935.0,1467.0,2064.0
8,392.jpg,2400.0,1935.0,1416.0,2142.0
9,392.jpg,2400.0,1935.0,1451.0,2122.0
10,392.jpg,2400.0,1935.0,738.0,1861.0
11,392.jpg,2400.0,1935.0,1507.0,1728.0
12,392.jpg,2400.0,1935.0,1483.0,1750.0
13,392.jpg,2400.0,1935.0,1607.0,1651.0
14,392.jpg,2400.0,1935.0,1639.0,1841.0
15,392.jpg,2400.0,1935.0,1545.0,1546.0
16,392.jpg,2400.0,1935.0,1572.0,2023.0
17,392.jpg,2400.0,1935.0,1021.0,1456.0
18,392.jpg,2400.0,1935.0,1472.0,1504.0
19,392.jpg,2400.0,1935.0,670.0,1381.0
1,393.jpg,2400.0,1935.0,849.0,925.0
2,393.jpg,2400.0,1935.0,1367.0,846.0
3,393.jpg,2400.0,1935.0,1286.0,1093.0
4,393.jpg,2400.0,1935.0,604.0,1299.0
5,393.jpg,2400.0,1935.0,1372.0,1425.0
6,393.jpg,2400.0,1935.0,1313.0,1798.0
7,393.jpg,2400.0,1935.0,1325.0,1917.0
8,393.jpg,2400.0,1935.0,1286.0,1981.0
9,393.jpg,2400.0,1935.0,1313.0,1964.0
10,393.jpg,2400.0,1935.0,730.0,1679.0
11,393.jpg,2400.0,1935.0,1375.0,1607.0
12,393.jpg,2400.0,1935.0,1402.0,1624.0
13,393.jpg,2400.0,1935.0,1553.0,1555.0
14,393.jpg,2400.0,1935.0,1516.0,1764.0
15,393.jpg,2400.0,1935.0,1540.0,1421.0
16,393.jpg,2400.0,1935.0,1464.0,1898.0
17,393.jpg,2400.0,1935.0,982.0,1365.0
18,393.jpg,2400.0,1935.0,1398.0,1356.0
19,393.jpg,2400.0,1935.0,687.0,1264.0
1,394.jpg,2400.0,1935.0,873.0,1045.0
2,394.jpg,2400.0,1935.0,1474.0,1026.0
3,394.jpg,2400.0,1935.0,1363.0,1262.0
4,394.jpg,2400.0,1935.0,627.0,1180.0
5,394.jpg,2400.0,1935.0,1425.0,1556.0
6,394.jpg,2400.0,1935.0,1380.0,1960.0
7,394.jpg,2400.0,1935.0,1385.0,2050.0
8,394.jpg,2400.0,1935.0,1329.0,2121.0
9,394.jpg,2400.0,1935.0,1367.0,2100.0
10,394.jpg,2400.0,1935.0,735.0,1849.0
11,394.jpg,2400.0,1935.0,1447.0,1735.0
12,394.jpg,2400.0,1935.0,1472.0,1754.0
13,394.jpg,2400.0,1935.0,1590.0,1711.0
14,394.jpg,2400.0,1935.0,1538.0,1891.0
15,394.jpg,2400.0,1935.0,1533.0,1574.0
16,394.jpg,2400.0,1935.0,1524.0,2125.0
17,394.jpg,2400.0,1935.0,1014.0,1422.0
18,394.jpg,2400.0,1935.0,1452.0,1511.0
19,394.jpg,2400.0,1935.0,681.0,1372.0
1,395.jpg,2400.0,1935.0,858.0,1016.0
2,395.jpg,2400.0,1935.0,1496.0,965.0
3,395.jpg,2400.0,1935.0,1371.0,1204.0
4,395.jpg,2400.0,1935.0,620.0,1204.0
5,395.jpg,2400.0,1935.0,1470.0,1528.0
6,395.jpg,2400.0,1935.0,1465.0,1843.0
7,395.jpg,2400.0,1935.0,1484.0,1941.0
8,395.jpg,2400.0,1935.0,1422.0,2023.0
9,395.jpg,2400.0,1935.0,1458.0,1996.0
10,395.jpg,2400.0,1935.0,725.0,1852.0
11,395.jpg,2400.0,1935.0,1499.0,1710.0
12,395.jpg,2400.0,1935.0,1524.0,1715.0
13,395.jpg,2400.0,1935.0,1641.0,1612.0
14,395.jpg,2400.0,1935.0,1632.0,1779.0
15,395.jpg,2400.0,1935.0,1583.0,1506.0
16,395.jpg,2400.0,1935.0,1598.0,1912.0
17,395.jpg,2400.0,1935.0,1010.0,1457.0
18,395.jpg,2400.0,1935.0,1489.0,1496.0
19,395.jpg,2400.0,1935.0,686.0,1350.0
1,396.jpg,2400.0,1935.0,789.0,1077.0
2,396.jpg,2400.0,1935.0,1376.0,915.0
3,396.jpg,2400.0,1935.0,1290.0,1159.0
4,396.jpg,2400.0,1935.0,569.0,1231.0
5,396.jpg,2400.0,1935.0,1423.0,1498.0
6,396.jpg,2400.0,1935.0,1377.0,1837.0
7,396.jpg,2400.0,1935.0,1391.0,1915.0
8,396.jpg,2400.0,1935.0,1346.0,1974.0
9,396.jpg,2400.0,1935.0,1377.0,1954.0
10,396.jpg,2400.0,1935.0,738.0,1749.0
11,396.jpg,2400.0,1935.0,1473.0,1641.0
12,396.jpg,2400.0,1935.0,1500.0,1676.0
13,396.jpg,2400.0,1935.0,1577.0,1549.0
14,396.jpg,2400.0,1935.0,1551.0,1761.0
15,396.jpg,2400.0,1935.0,1497.0,1446.0
16,396.jpg,2400.0,1935.0,1494.0,1872.0
17,396.jpg,2400.0,1935.0,989.0,1454.0
18,396.jpg,2400.0,1935.0,1440.0,1424.0
19,396.jpg,2400.0,1935.0,675.0,1332.0
1,397.jpg,2400.0,1935.0,774.0,1030.0
2,397.jpg,2400.0,1935.0,1371.0,942.0
3,397.jpg,2400.0,1935.0,1301.0,1138.0
4,397.jpg,2400.0,1935.0,568.0,1230.0
5,397.jpg,2400.0,1935.0,1415.0,1482.0
6,397.jpg,2400.0,1935.0,1359.0,1899.0
7,397.jpg,2400.0,1935.0,1360.0,1999.0
8,397.jpg,2400.0,1935.0,1319.0,2056.0
9,397.jpg,2400.0,1935.0,1345.0,2038.0
10,397.jpg,2400.0,1935.0,769.0,1709.0
11,397.jpg,2400.0,1935.0,1467.0,1664.0
12,397.jpg,2400.0,1935.0,1495.0,1695.0
13,397.jpg,2400.0,1935.0,1599.0,1558.0
14,397.jpg,2400.0,1935.0,1560.0,1820.0
15,397.jpg,2400.0,1935.0,1507.0,1447.0
16,397.jpg,2400.0,1935.0,1487.0,1938.0
17,397.jpg,2400.0,1935.0,1006.0,1397.0
18,397.jpg,2400.0,1935.0,1435.0,1416.0
19,397.jpg,2400.0,1935.0,669.0,1337.0
1,398.jpg,2400.0,1935.0,825.0,1033.0
2,398.jpg,2400.0,1935.0,1468.0,992.0
3,398.jpg,2400.0,1935.0,1357.0,1130.0
4,398.jpg,2400.0,1935.0,605.0,1207.0
5,398.jpg,2400.0,1935.0,1471.0,1462.0
6,398.jpg,2400.0,1935.0,1377.0,1834.0
7,398.jpg,2400.0,1935.0,1358.0,1912.0
8,398.jpg,2400.0,1935.0,1301.0,1972.0
9,398.jpg,2400.0,1935.0,1334.0,1952.0
10,398.jpg,2400.0,1935.0,763.0,1671.0
11,398.jpg,2400.0,1935.0,1470.0,1635.0
12,398.jpg,2400.0,1935.0,1508.0,1682.0
13,398.jpg,2400.0,1935.0,1627.0,1579.0
14,398.jpg,2400.0,1935.0,1558.0,1767.0
15,398.jpg,2400.0,1935.0,1585.0,1442.0
16,398.jpg,2400.0,1935.0,1496.0,1888.0
17,398.jpg,2400.0,1935.0,1003.0,1417.0
18,398.jpg,2400.0,1935.0,1501.0,1386.0
19,398.jpg,2400.0,1935.0,707.0,1318.0
1,399.jpg,2400.0,1935.0,808.0,995.0
2,399.jpg,2400.0,1935.0,1403.0,960.0
3,399.jpg,2400.0,1935.0,1302.0,1149.0
4,399.jpg,2400.0,1935.0,597.0,1165.0
5,399.jpg,2400.0,1935.0,1358.0,1461.0
6,399.jpg,2400.0,1935.0,1350.0,1853.0
7,399.jpg,2400.0,1935.0,1358.0,1963.0
8,399.jpg,2400.0,1935.0,1306.0,2040.0
9,399.jpg,2400.0,1935.0,1337.0,2018.0
10,399.jpg,2400.0,1935.0,746.0,1716.0
11,399.jpg,2400.0,1935.0,1439.0,1675.0
12,399.jpg,2400.0,1935.0,1432.0,1670.0
13,399.jpg,2400.0,1935.0,1550.0,1605.0
14,399.jpg,2400.0,1935.0,1530.0,1823.0
15,399.jpg,2400.0,1935.0,1455.0,1489.0
16,399.jpg,2400.0,1935.0,1478.0,1981.0
17,399.jpg,2400.0,1935.0,953.0,1380.0
18,399.jpg,2400.0,1935.0,1396.0,1412.0
19,399.jpg,2400.0,1935.0,671.0,1260.0
1,400.jpg,2400.0,1935.0,750.0,1041.0
2,400.jpg,2400.0,1935.0,1313.0,942.0
3,400.jpg,2400.0,1935.0,1232.0,1174.0
4,400.jpg,2400.0,1935.0,572.0,1265.0
5,400.jpg,2400.0,1935.0,1331.0,1488.0
6,400.jpg,2400.0,1935.0,1297.0,1871.0
7,400.jpg,2400.0,1935.0,1304.0,1957.0
8,400.jpg,2400.0,1935.0,1264.0,2011.0
9,400.jpg,2400.0,1935.0,1290.0,1993.0
10,400.jpg,2400.0,1935.0,655.0,1829.0
11,400.jpg,2400.0,1935.0,1388.0,1671.0
12,400.jpg,2400.0,1935.0,1416.0,1696.0
13,400.jpg,2400.0,1935.0,1486.0,1574.0
14,400.jpg,2400.0,1935.0,1472.0,1802.0
15,400.jpg,2400.0,1935.0,1459.0,1482.0
16,400.jpg,2400.0,1935.0,1399.0,1915.0
17,400.jpg,2400.0,1935.0,928.0,1451.0
18,400.jpg,2400.0,1935.0,1379.0,1442.0
19,400.jpg,2400.0,1935.0,608.0,1358.0
